signal_strength_dbm,throughput_mbps,latency_ms
-35.69,104.15,7.47
-71.94,36.35,160.91
-71.78,48.09,24.11
-74.41,20.61,28.65
-73.47,42.66,31.29
-83.88,1.76,46.97
-95.0,5.63,40.15
-76.37,32.41,13.84
-95.0,4.12,31.36
-94.43,5.28,34.44
-91.78,7.79,96.66
-76.89,73.13,28.82
-76.75,48.36,27.81
-50.07,69.06,180.73
-75.48,45.24,18.55
-88.57,6.02,76.9
-69.18,88.99,13.82
-95.0,4.95,53.59
-72.03,29.09,65.59
-84.48,16.91,20.71
-87.52,14.07,31.14
-77.9,18.3,28.7
-59.98,20.11,40.73
-69.23,43.73,44.85
-38.07,78.9,14.15
-88.19,11.08,346.84
-82.23,5.54,142.25
-46.24,17.76,197.97
-95.0,6.45,40.6
-79.95,20.83,99.43
-92.85,0.5,110.38
-61.7,22.64,26.88
-69.87,44.39,8.15
-79.15,8.53,494.25
-84.53,13.6,31.46
-82.43,5.55,97.16
-63.08,49.83,185.99
-58.11,77.25,23.78
-91.94,8.16,50.72
-64.38,23.8,22.48
-79.21,23.41,33.59
-85.59,0.6,36.15
-66.2,65.63,24.0
-35.84,37.58,84.96
-57.95,23.49,45.38
-85.84,13.34,34.5
-71.56,16.23,22.87
-72.02,15.13,44.26
-54.28,12.86,500.0
-75.98,25.98,39.38
-75.93,42.44,21.66
-83.85,11.5,53.15
-61.62,23.46,59.23
-83.21,12.6,43.74
-71.46,22.62,17.94
-48.27,29.45,29.52
-71.02,38.92,56.34
-77.58,9.11,31.78
-91.77,5.2,42.06
-36.49,106.04,84.04
-79.14,1.43,494.91
-55.94,56.07,36.24
-76.39,32.98,34.84
-48.99,34.6,26.78
-81.09,14.25,64.48
-55.46,15.37,321.55
-79.57,12.28,41.76
-62.28,13.31,500.0
-95.0,4.38,76.66
-89.87,5.82,336.75
-71.75,35.35,18.4
-81.96,12.77,23.98
-75.67,39.17,20.57
-54.06,49.84,8.76
-89.57,17.46,24.19
-53.45,24.89,182.69
-58.37,69.48,42.1
-77.55,8.81,42.67
-73.88,33.87,63.5
-94.3,0.89,60.97
-85.02,55.44,15.3
-71.97,15.91,26.42
-66.3,21.47,18.69
-45.31,95.16,35.86
-63.24,73.67,19.35
-82.65,1.03,199.88
-83.32,19.77,44.06
-61.7,85.9,6.23
-77.5,49.99,21.63
-81.25,19.86,44.53
-74.16,12.19,62.73
-76.44,13.67,47.15
-83.41,24.48,26.34
-23.56,415.26,1.0
-60.78,28.63,20.57
-83.55,12.62,49.51
-89.07,9.23,36.31
-75.29,44.57,18.36
-71.16,27.26,15.1
-91.23,7.12,47.71
-38.82,46.88,17.05
-72.15,29.85,197.74
-70.5,35.37,38.2
-76.07,8.91,84.59
-63.71,19.98,33.05
-61.29,34.79,142.84
-58.42,64.39,46.92
-88.54,11.62,69.93
-57.38,283.39,1.0
-91.98,8.62,33.95
-64.8,27.31,31.95
-95.0,0.78,113.85
-57.94,95.32,13.61
-76.11,20.57,239.5
-63.06,37.53,10.25
-69.89,46.53,29.0
-73.33,12.43,61.53
-65.28,76.66,6.67
-84.76,11.21,56.63
-77.26,25.86,328.63
-95.0,0.5,24.69
-83.37,14.62,79.04
-70.8,28.4,500.0
-95.0,2.03,27.28
-50.47,44.12,163.41
-78.21,84.56,19.58
-68.01,14.34,27.32
-95.0,0.58,65.96
-65.36,25.4,15.75
-57.09,26.42,17.17
-84.43,3.56,57.89
-55.33,67.84,13.48
-65.31,9.93,41.49
-82.59,6.49,87.52
-83.35,8.94,245.38
-55.14,48.48,57.27
-75.16,58.2,19.06
-65.73,13.27,113.05
-74.74,10.5,38.5
-64.33,18.69,67.56
-49.91,153.06,12.88
-66.08,16.74,158.37
-84.05,29.97,16.91
-63.65,20.1,66.8
-89.29,9.37,26.28
-70.46,72.66,13.98
-36.32,34.81,49.84
-68.87,14.16,32.02
-59.93,93.7,5.69
-80.72,24.91,23.18
-62.47,22.99,35.86
-59.64,61.26,39.8
-74.02,33.05,51.28
-62.41,53.1,500.0
-69.57,23.96,18.9
-76.2,43.92,20.72
-77.64,18.75,12.92
-65.34,22.34,35.17
-73.29,16.08,32.72
-95.0,3.64,35.44
-33.56,316.77,1.0
-61.93,20.33,23.61
-90.18,3.1,60.35
-72.34,32.0,20.83
-65.09,18.23,42.71
-77.02,39.1,33.02
-59.38,50.4,30.92
-80.3,18.97,85.0
-56.88,60.88,315.15
-76.62,37.89,31.56
-93.74,7.24,500.0
-79.52,22.67,20.98
-69.75,37.02,137.09
-72.21,71.96,13.0
-73.84,10.6,61.83
-72.59,6.91,500.0
-60.64,25.66,41.33
-69.79,10.79,238.07
-81.12,17.86,65.75
-58.05,23.97,25.5
-55.05,30.2,22.01
-65.62,17.6,32.57
-85.89,5.37,171.84
-81.86,2.27,36.78
-79.23,10.54,65.23
-45.01,31.25,55.99
-81.37,24.08,29.58
-55.38,27.87,41.18
-83.82,0.59,55.66
-83.03,20.73,26.94
-86.04,23.23,33.66
-85.98,2.65,88.47
-95.0,10.73,351.92
-74.28,62.43,13.58
-87.45,0.5,33.48
-62.52,34.33,15.59
-32.37,157.8,18.43
-59.87,71.35,28.86
-43.04,407.66,6.95
-83.38,4.55,68.17
-32.07,174.88,1.91
-68.58,27.04,15.94
-85.0,0.5,48.53
-86.96,13.39,28.82
-38.74,30.69,500.0
-65.48,36.84,12.19
-45.22,35.58,21.33
-86.94,8.46,46.1
-64.22,49.56,110.32
-71.55,21.99,18.62
-58.15,21.51,57.53
-73.02,151.26,9.85
-76.84,10.0,45.5
-73.38,39.32,14.21
-80.85,6.42,500.0
-64.66,16.02,50.63
-62.14,20.27,74.33
-69.88,7.68,498.09
-74.83,6.77,53.21
-73.17,16.45,42.96
-95.0,4.2,45.08
-73.5,13.07,49.45
-56.37,41.57,107.82
-74.18,29.29,190.42
-30.33,73.16,11.41
-54.52,19.76,500.0
-70.06,10.82,56.66
-76.04,44.27,25.13
-78.54,38.16,21.57
-68.86,11.41,190.57
-94.95,15.84,23.99
-95.0,0.5,36.12
-77.86,12.4,29.19
-67.34,29.27,19.48
-95.0,7.92,26.93
-73.61,16.76,28.39
-66.89,13.13,128.47
-72.46,11.18,36.27
-66.02,64.46,23.35
-95.0,1.03,128.18
-79.63,26.82,36.55
-70.33,35.22,192.12
-61.01,20.1,47.13
-82.62,7.74,136.72
-74.98,10.02,244.14
-74.6,35.29,35.21
-76.32,8.23,64.02
-57.03,80.21,23.26
-94.55,3.84,61.18
-71.97,11.37,119.78
-51.29,16.31,36.6
-65.26,17.21,21.04
-91.86,4.22,43.05
-89.81,10.28,68.73
-47.43,301.57,2.44
-95.0,5.64,27.79
-71.17,68.89,15.51
-83.65,7.11,211.83
-74.39,20.38,15.85
-75.02,18.58,83.79
-70.25,72.0,15.46
-72.6,23.66,18.2
-67.01,27.28,13.56
-58.39,15.87,35.96
-76.14,34.72,43.29
-77.33,25.6,50.66
-64.72,27.31,15.26
-75.7,20.74,24.21
-93.48,3.98,341.58
-68.65,43.3,46.23
-95.0,5.88,53.76
-82.04,10.24,27.2
-90.63,8.03,500.0
-67.22,13.6,111.06
-21.71,268.25,5.57
-83.14,20.68,32.17
-81.59,5.42,57.26
-54.22,96.86,17.81
-93.53,0.51,103.55
-72.04,7.58,500.0
-95.0,2.45,38.58
-74.06,7.15,63.74
-62.95,72.4,22.26
-77.21,26.97,500.0
-71.08,15.4,34.47
-93.52,7.63,27.83
-60.68,32.53,17.17
-62.65,17.34,69.83
-40.92,105.23,2.96
-44.23,97.29,42.35
-65.05,29.17,16.44
-66.67,27.31,9.67
-70.12,33.0,36.7
-47.74,24.08,128.91
-77.11,22.84,36.1
-52.29,47.34,8.34
-70.75,38.76,98.08
-55.48,119.03,10.93
-74.51,27.58,323.77
-79.95,13.32,20.57
-61.33,13.23,40.32
-92.45,4.51,500.0
-79.09,21.99,17.02
-88.02,13.23,34.14
-63.7,16.54,42.73
-66.73,14.26,32.4
-73.28,64.92,19.9
-79.03,1.73,49.42
-64.23,192.51,9.73
-77.18,3.38,78.69
-67.6,18.84,153.93
-43.36,34.03,62.37
-88.37,10.35,65.71
-67.64,18.86,18.5
-62.37,48.39,63.37
-44.75,92.85,36.05
-53.14,40.34,12.95
-67.4,11.85,320.19
-61.21,57.9,4.59
-56.09,131.55,10.22
-33.96,143.04,19.57
-42.66,41.31,18.49
-65.15,20.52,34.85
-68.64,93.2,9.99
-84.1,8.28,37.95
-53.11,74.04,82.6
-80.84,9.7,16.73
-56.81,21.09,43.53
-73.88,10.07,50.71
-93.28,5.05,116.08
-75.95,12.29,38.79
-64.49,28.5,10.43
-73.26,10.98,38.83
-85.1,3.07,49.36
-80.18,7.49,43.06
-95.0,14.0,22.76
-74.07,41.17,23.64
-88.91,15.01,21.89
-20.0,37.52,61.07
-63.57,18.81,124.03
-71.58,7.09,500.0
-63.2,16.38,156.02
-95.0,1.54,67.47
-84.84,24.93,24.52
-95.0,0.56,35.36
-84.68,17.54,45.62
-62.02,59.0,29.83
-49.7,18.12,65.51
-61.14,81.85,13.18
-77.32,18.0,19.32
-51.02,106.26,16.0
-30.81,32.08,70.59
-95.0,10.83,42.93
-79.54,36.13,22.19
-70.65,31.21,18.03
-82.63,3.12,78.37
-85.23,1.99,69.51
-73.51,9.91,53.95
-68.82,82.91,16.46
-86.05,15.95,28.42
-60.51,57.3,231.02
-63.14,20.03,29.38
-82.43,21.21,31.91
-63.19,188.31,3.08
-67.24,57.12,11.35
-67.05,17.18,33.21
-76.28,16.39,29.06
-94.82,1.45,49.67
-20.0,121.93,84.73
-62.76,57.43,27.11
-83.56,4.06,36.65
-56.24,16.87,500.0
-80.6,5.22,54.66
-69.09,39.07,15.7
-70.91,15.62,34.74
-56.76,74.27,24.6
-87.99,8.55,40.12
-66.33,30.15,11.24
-35.8,48.64,32.55
-69.8,36.85,79.52
-73.76,8.88,37.55
-67.11,19.58,24.07
-81.83,5.48,190.86
-53.52,179.82,3.49
-69.28,56.78,19.8
-66.75,14.01,36.58
-88.93,6.21,250.82
-81.5,4.97,29.04
-70.65,55.71,25.87
-78.6,27.54,54.17
-95.0,1.43,53.06
-78.68,38.31,19.77
-64.26,23.37,23.57
-72.16,8.23,53.04
-77.42,22.03,133.03
-61.86,17.49,318.28
-90.19,1.12,32.01
-85.17,11.76,23.82
-39.82,121.47,15.62
-57.95,17.85,321.73
-59.02,14.6,41.0
-37.91,150.23,9.92
-67.56,9.16,115.23
-69.26,221.97,10.26
-95.0,0.5,47.97
-71.16,34.3,13.18
-87.34,8.58,34.25
-62.11,19.31,46.87
-83.15,1.63,498.23
-85.83,13.27,164.27
-95.0,3.63,29.98
-84.02,4.78,144.68
-62.24,15.24,62.93
-77.78,33.06,26.95
-66.03,51.59,27.45
-56.02,27.59,24.56
-71.87,14.75,23.57
-60.68,14.72,500.0
-56.33,18.16,320.15
-85.93,11.13,492.91
-43.11,30.79,39.58
-78.85,20.87,19.23
-73.59,15.37,21.05
-66.1,18.73,30.48
-68.82,9.23,55.84
-85.77,8.35,69.49
-95.0,0.5,132.3
-47.91,40.17,13.88
-95.0,4.23,32.52
-95.0,5.49,59.17
-60.18,18.5,72.56
-84.11,4.79,57.6
-86.26,5.84,28.13
-88.26,11.61,499.26
-50.45,27.08,318.29
-46.22,26.02,500.0
-86.29,3.44,71.35
-75.16,38.09,27.72
-70.99,31.88,138.31
-73.67,12.87,36.2
-77.7,8.71,151.67
-75.62,62.29,18.0
-58.18,28.33,19.57
-63.59,14.87,47.46
-85.84,0.5,500.0
-74.65,36.44,42.99
-94.35,12.07,41.28
-76.57,12.51,27.88
-73.56,15.77,24.0
-81.81,16.08,37.67
-94.45,0.5,41.71
-67.2,13.0,66.28
-79.39,16.77,19.9
-24.8,45.52,29.25
-68.65,13.55,158.38
-83.85,4.82,500.0
-58.54,82.52,18.7
-89.38,9.66,38.26
-82.4,10.42,74.72
-43.39,41.26,20.19
-95.0,0.5,500.0
-73.82,30.34,32.73
-66.53,95.23,22.98
-79.51,14.38,23.66
-75.3,5.43,329.54
-30.02,75.29,6.52
-84.78,3.98,42.96
-72.87,17.52,21.08
-95.0,0.5,43.86
-67.32,14.87,490.75
-73.28,58.42,18.43
-82.33,25.48,15.98
-75.2,28.92,67.46
-80.33,22.97,48.7
-92.89,8.36,45.83
-81.9,6.87,243.85
-50.88,43.3,15.99
-79.12,15.15,20.99
-46.38,29.72,45.48
-56.25,25.11,29.52
-84.89,15.19,21.24
-67.59,63.58,23.14
-81.82,11.1,49.43
-50.41,74.65,125.57
-88.8,1.84,142.48
-75.86,106.82,12.26
-47.48,35.29,29.37
-63.73,32.59,13.12
-94.72,3.44,61.55
-59.75,52.72,3.97
-61.93,128.22,7.34
-55.63,31.77,14.0
-74.08,13.63,190.13
-67.39,50.37,40.2
-95.0,0.5,55.79
-78.76,18.2,72.16
-64.31,27.35,16.44
-95.0,4.87,61.98
-83.44,11.27,55.46
-90.02,10.0,29.91
-83.6,34.28,19.45
-35.41,33.6,57.11
-88.46,17.89,23.24
-77.48,18.24,15.86
-82.9,33.66,19.9
-38.67,68.44,8.37
-89.45,3.27,37.39
-78.46,22.98,40.44
-71.82,12.62,24.48
-59.04,16.19,47.85
-81.12,3.61,40.77
-79.66,31.72,23.88
-64.76,14.6,500.0
-84.6,35.68,19.46
-72.94,14.71,85.62
-76.46,5.73,53.19
-68.06,12.99,48.65
-73.96,35.77,34.43
-74.92,34.74,30.6
-65.29,25.92,17.97
-71.36,12.52,45.87
-75.16,6.5,152.48
-95.0,0.5,49.2
-64.34,57.15,7.28
-64.5,13.48,88.33
-80.72,26.52,30.7
-56.24,50.24,9.65
-83.58,13.11,157.76
-69.04,18.46,40.55
-71.7,13.03,66.48
-52.04,17.9,45.04
-53.61,34.35,12.9
-82.06,7.66,28.51
-68.55,47.43,9.67
-73.4,37.5,10.88
-27.71,63.26,13.44
-66.6,27.1,84.05
-65.4,33.44,14.0
-39.84,85.4,500.0
-69.39,46.06,11.35
-64.42,24.97,30.19
-86.83,10.73,34.95
-69.71,13.41,37.97
-52.29,71.18,28.7
-95.0,0.5,55.15
-63.47,18.48,35.41
-58.66,83.92,17.93
-72.21,28.09,18.24
-95.0,6.51,88.6
-73.95,15.9,243.45
-78.32,21.43,27.89
-86.51,0.5,60.89
-83.1,11.52,100.81
-88.12,13.21,29.91
-77.23,39.53,24.33
-60.69,11.32,500.0
-39.71,32.5,149.36
-76.32,11.36,20.72
-59.99,30.95,12.43
-51.36,25.78,46.93
-61.13,24.73,31.3
-67.34,29.56,17.13
-57.07,173.39,9.37
-75.54,45.07,17.94
-50.53,34.59,27.81
-56.53,62.51,184.74
-85.4,8.58,64.88
-61.29,62.28,46.29
-81.67,5.46,247.26
-62.26,18.07,110.51
-69.44,8.99,62.52
-74.21,163.38,19.06
-85.32,18.57,42.37
-59.6,19.78,67.0
-49.72,26.5,34.58
-63.44,15.26,491.15
-92.45,0.5,47.22
-72.82,2.19,149.9
-65.93,110.09,12.76
-46.93,30.5,74.3
-71.21,77.59,10.0
-76.01,14.5,500.0
-76.2,3.51,65.03
-67.56,28.2,12.89
-73.49,34.93,38.69
-46.39,21.83,55.15
-28.27,59.12,24.3
-71.27,28.05,500.0
-78.31,38.83,28.05
-50.75,30.77,27.46
-65.23,24.95,23.37
-79.13,16.4,30.63
-87.36,3.46,39.19
-51.36,30.18,31.51
-95.0,0.5,60.56
-82.3,19.25,46.78
-72.55,23.78,79.39
-73.65,29.81,50.1
-79.65,23.84,48.35
-90.93,0.5,57.14
-78.57,9.65,42.23
-84.24,7.23,67.91
-81.91,22.41,66.52
-77.51,19.82,106.09
-95.0,14.65,25.16
-72.0,25.9,12.78
-84.92,2.21,100.9
-51.26,25.67,46.3
-79.58,9.46,34.75
-90.78,6.43,249.12
-89.03,13.52,29.2
-54.06,25.55,152.35
-73.67,32.0,190.82
-77.57,20.34,18.25
-53.72,114.01,12.9
-54.4,29.99,57.95
-53.87,20.41,130.37
-75.67,16.44,18.93
-93.09,10.39,30.54
-60.29,187.69,5.26
-65.53,141.52,22.55
-54.03,49.42,5.78
-95.0,0.5,27.05
-72.09,68.63,15.33
-80.69,30.32,18.7
-68.59,44.25,37.74
-89.99,14.94,28.93
-84.29,21.32,27.73
-76.88,26.56,47.36
-69.35,35.81,39.58
-83.5,19.66,32.45
-94.76,18.25,23.35
-69.09,20.59,22.28
-74.84,25.96,15.65
-56.99,17.57,500.0
-78.22,6.93,41.31
-59.87,29.37,12.74
-76.15,14.44,20.07
-70.29,12.69,62.66
-79.42,0.5,43.17
-75.38,3.13,59.54
-66.63,52.36,53.38
-75.97,19.15,24.19
-77.66,39.06,25.32
-70.98,29.57,18.38
-71.26,29.33,71.43
-58.84,25.05,20.55
-95.0,0.87,26.73
-64.11,97.63,10.46
-62.76,45.87,36.88
-71.66,6.19,500.0
-61.13,64.18,23.06
-86.9,14.76,27.68
-42.93,22.45,69.25
-87.11,10.16,91.89
-95.0,7.89,26.25
-41.69,76.81,17.1
-73.15,31.52,112.98
-60.45,143.01,6.48
-55.26,42.6,88.89
-76.13,6.19,38.94
-95.0,4.79,48.66
-79.45,8.58,21.81
-79.6,16.52,23.46
-68.72,32.95,113.11
-48.31,20.59,500.0
-64.8,14.91,41.14
-83.12,0.67,32.96
-72.63,9.03,29.77
-71.22,14.09,75.14
-66.46,44.3,33.97
-80.25,18.44,96.14
-71.75,34.11,28.83
-79.19,4.4,342.11
-78.46,14.67,27.4
-63.72,81.84,15.73
-76.56,13.79,31.41
-64.56,14.51,133.24
-55.92,80.27,29.71
-85.58,9.93,173.63
-76.49,28.67,29.25
-84.58,3.35,194.97
-67.08,7.33,127.91
-84.8,19.17,75.13
-80.91,4.59,69.66
-90.54,4.16,50.01
-71.41,17.69,14.2
-69.5,14.73,27.82
-66.79,14.52,66.45
-73.2,36.53,48.46
-42.22,418.22,5.27
-68.21,87.51,15.52
-55.67,63.68,107.42
-72.75,83.16,15.68
-62.55,11.43,500.0
-86.8,9.25,22.08
-47.79,19.51,85.29
-90.15,5.23,50.97
-45.02,145.09,10.01
-64.07,40.17,134.41
-68.81,16.05,78.58
-52.38,71.29,9.31
-48.32,33.21,34.23
-76.7,32.64,27.32
-76.0,24.81,74.74
-65.04,18.51,58.57
-85.15,17.55,27.06
-79.42,29.65,29.78
-66.0,24.51,20.64
-89.78,40.58,16.58
-79.9,17.17,95.58
-70.5,11.73,67.78
-77.48,33.7,22.25
-95.0,6.27,27.15
-67.48,8.05,159.83
-76.63,12.47,17.9
-81.87,21.02,32.91
-68.55,41.98,37.67
-81.6,6.73,211.55
-71.81,32.53,152.06
-44.88,85.98,123.9
-81.75,2.79,99.16
-55.97,359.81,9.96
-44.78,20.75,248.24
-75.6,25.38,241.34
-68.25,59.63,17.28
-70.48,24.07,15.61
-60.49,42.3,500.0
-42.16,89.25,109.1
-57.06,30.81,21.91
-58.6,26.63,25.46
-80.2,16.14,17.9
-95.0,0.5,500.0
-25.36,35.75,48.04
-55.08,26.36,30.17
-20.0,93.66,81.13
-73.66,13.12,189.33
-46.51,115.2,15.97
-37.52,323.94,2.31
-68.78,22.15,170.88
-66.04,16.07,110.2
-79.0,31.89,25.65
-95.0,5.81,147.26
-84.47,20.23,20.35
-63.08,20.94,35.01
-89.83,8.59,248.57
-95.0,4.67,167.48
-83.33,5.74,60.33
-79.16,52.14,23.07
-59.41,67.68,42.9
-54.04,21.92,28.87
-76.27,16.29,30.8
-83.18,8.15,246.27
-75.04,25.87,51.07
-74.36,38.37,33.29
-73.78,25.16,13.29
-67.46,116.93,5.17
-52.95,29.49,24.95
-51.4,35.73,20.88
-32.47,27.77,59.04
-63.64,20.33,68.61
-86.93,10.71,31.23
-81.27,0.5,500.0
-64.76,16.31,30.17
-82.8,15.25,327.98
-70.11,16.15,27.29
-81.58,9.38,52.12
-67.7,18.21,27.31
-56.24,90.11,21.06
-58.42,73.88,21.66
-57.85,45.13,9.68
-75.05,39.58,24.94
-56.9,80.89,26.51
-68.86,84.21,9.34
-64.4,13.72,130.0
-73.58,58.54,19.59
-62.79,25.62,500.0
-37.29,145.32,17.31
-58.41,21.71,65.98
-71.46,20.9,21.41
-66.46,10.7,186.55
-62.05,31.85,15.25
-52.7,18.87,42.43
-63.73,24.17,21.33
-89.62,5.98,81.98
-72.09,43.7,35.87
-57.93,18.21,22.98
-95.0,0.84,67.48
-71.31,72.27,15.88
-64.78,56.01,9.25
-61.39,24.61,68.2
-80.32,34.65,19.83
-84.47,1.64,52.41
-91.15,8.07,27.8
-87.11,12.07,30.74
-95.0,2.13,31.52
-74.09,11.79,84.76
-39.98,30.96,125.84
-67.16,36.34,16.17
-71.14,6.12,71.49
-82.02,12.78,21.7
-71.66,26.92,13.77
-52.77,25.66,37.11
-72.74,46.19,21.88
-81.34,6.97,139.43
-82.68,1.87,30.01
-70.33,38.11,92.69
-81.94,5.82,500.0
-61.24,47.61,233.66
-78.27,26.42,50.04
-67.01,85.91,24.54
-72.27,30.54,111.4
-80.74,15.86,18.11
-95.0,4.61,58.23
-52.17,23.17,68.16
-40.59,76.47,9.06
-49.08,18.17,53.24
-63.52,57.95,5.86
-47.06,156.33,8.03
-30.93,52.76,18.15
-27.6,101.88,240.14
-73.79,37.52,133.09
-92.16,6.78,49.2
-72.72,14.25,23.75
-74.51,13.01,40.88
-71.22,13.68,90.29
-78.41,7.46,94.25
-80.9,13.39,24.66
-61.73,70.94,6.1
-27.09,40.18,27.89
-95.0,0.5,122.89
-42.91,48.64,12.58
-63.7,52.94,28.52
-63.29,22.14,29.18
-70.56,22.21,23.67
-64.23,20.55,39.39
-65.24,47.49,59.97
-69.86,37.08,86.44
-49.15,40.22,17.4
-79.28,19.46,36.76
-78.06,11.98,19.92
-72.39,38.62,32.83
-80.4,20.19,60.78
-72.23,135.71,13.13
-65.48,16.56,70.36
-78.85,20.66,41.6
-69.32,40.26,19.03
-32.14,105.88,318.87
-81.78,20.94,162.19
-86.33,7.88,22.35
-54.1,28.4,28.17
-66.15,15.36,39.52
-28.5,182.44,18.64
-75.07,30.55,29.59
-95.0,0.5,91.29
-67.58,16.7,320.69
-71.31,15.95,196.62
-68.98,16.46,22.76
-58.44,20.46,41.16
-73.76,42.17,25.78
-91.1,7.27,41.94
-70.34,25.9,12.95
-89.65,6.21,85.27
-89.58,1.38,41.28
-67.95,11.1,118.83
-91.34,5.37,39.73
-66.38,28.54,13.18
-73.99,8.18,35.46
-39.4,213.43,2.47
-77.43,21.61,247.47
-50.69,100.22,18.34
-95.0,9.19,68.7
-73.17,35.96,53.21
-53.35,25.62,31.43
-68.4,27.09,17.92
-88.99,3.94,66.65
-42.44,90.84,6.68
-91.29,4.41,34.91
-66.63,16.19,33.18
-59.44,31.63,7.14
-63.68,10.32,500.0
-79.99,10.39,32.73
-84.19,9.35,30.87
-75.0,40.63,25.73
-76.95,4.87,63.06
-77.31,25.6,48.18
-64.84,47.74,11.51
-54.21,32.37,27.54
-64.47,35.32,12.61
-88.41,7.41,63.06
-64.62,12.17,32.38
-69.92,21.74,20.38
-69.28,5.87,78.54
-95.0,5.34,500.0
-59.37,27.02,17.0
-66.1,52.93,24.54
-73.54,10.97,21.6
-78.34,19.85,47.11
-76.28,5.25,246.6
-68.2,40.0,42.0
-80.76,57.65,23.07
-70.8,13.79,40.06
-73.0,37.69,40.99
-41.95,106.71,35.61
-76.52,18.83,25.62
-69.74,8.43,325.56
-47.7,33.3,33.42
-61.32,27.03,41.42
-69.19,152.92,13.96
-43.97,30.22,37.02
-74.92,9.16,133.87
-55.91,16.99,85.42
-89.79,9.88,55.34
-64.52,12.72,60.31
-95.0,10.67,31.09
-67.75,62.17,25.07
-54.12,27.8,93.98
-89.85,18.12,32.56
-70.68,12.26,39.57
-70.96,18.88,44.08
-77.6,12.17,22.2
-70.49,15.1,25.94
-91.99,8.22,38.85
-73.17,13.61,38.39
-85.09,8.21,80.65
-61.77,70.56,31.21
-60.35,39.97,16.49
-77.71,6.6,258.93
-95.0,0.5,91.09
-65.64,25.53,18.89
-66.48,50.06,22.36
-47.95,181.74,8.53
-61.56,25.48,15.51
-56.43,22.95,21.45
-35.72,106.47,18.31
-69.05,8.96,94.92
-64.9,48.32,95.86
-78.97,26.08,33.41
-71.74,29.82,27.97
-40.23,38.96,25.26
-57.42,21.46,179.9
-82.48,7.36,58.42
-71.72,12.37,102.14
-73.42,14.49,28.78
-93.27,6.75,500.0
-76.99,5.06,258.35
-63.81,45.63,319.27
-70.39,35.64,45.55
-69.59,15.39,36.48
-55.98,26.16,21.59
-91.95,4.24,265.44
-77.27,28.49,41.97
-62.09,39.57,490.74
-41.71,172.37,8.62
-58.99,35.52,10.55
-78.64,4.66,326.72
-75.69,50.84,21.72
-88.34,19.2,32.37
-65.17,47.27,132.33
-20.0,47.76,58.9
-70.47,12.89,34.15
-75.68,32.16,14.37
-65.31,18.24,70.23
-55.85,23.08,486.68
-93.91,1.48,36.22
-56.66,30.1,16.98
-56.72,17.0,238.34
-64.92,16.85,82.37
-44.46,76.94,317.07
-79.8,7.14,500.0
-65.49,20.17,324.93
-60.01,17.88,150.5
-70.47,18.79,24.33
-76.57,8.96,42.07
-61.45,18.47,70.3
-66.36,53.9,10.01
-55.28,56.15,11.23
-51.0,64.26,313.14
-85.42,4.52,38.24
-49.93,224.4,14.76
-77.02,28.75,28.1
-84.89,6.23,500.0
-65.41,40.89,116.65
-76.11,28.04,37.13
-62.22,19.56,34.5
-82.68,3.63,159.89
-66.85,5.09,126.62
-76.65,4.55,329.0
-76.78,19.58,17.14
-71.45,8.61,48.7
-95.0,4.05,25.16
-51.74,79.11,28.43
-57.96,32.55,21.24
-67.69,15.52,131.64
-80.2,3.88,62.02
-61.63,15.48,91.79
-95.0,0.52,32.97
-84.1,10.12,22.45
-67.89,18.05,22.3
-84.68,11.29,25.16
-30.83,172.5,17.72
-59.36,12.49,140.51
-53.66,25.59,19.06
-79.93,0.5,43.14
-91.5,4.94,46.22
-74.48,12.2,500.0
-77.55,10.86,31.21
-38.07,96.49,46.81
-69.88,13.78,133.39
-60.03,24.1,23.3
-65.01,20.01,23.71
-74.78,6.94,500.0
-76.66,48.34,17.87
-63.79,11.38,488.56
-46.91,90.67,26.6
-78.45,21.56,49.66
-69.36,15.34,32.82
-77.52,6.19,42.0
-72.77,14.05,45.28
-75.96,5.18,44.93
-66.57,17.35,30.81
-70.74,5.37,240.81
-38.57,129.22,16.16
-53.58,31.88,20.07
-66.13,42.51,51.99
-64.61,96.52,11.16
-74.41,14.23,33.28
-72.92,85.84,14.91
-85.72,4.24,36.05
-78.42,11.03,26.1
-77.59,40.81,16.93
-71.09,10.95,44.91
-94.78,7.58,24.26
-68.57,45.45,41.15
-84.88,4.61,50.24
-67.86,23.34,18.26
-59.89,101.45,9.71
-70.55,12.03,324.32
-62.42,17.36,52.61
-62.49,15.36,483.15
-60.67,80.32,20.44
-80.55,19.77,139.69
-30.62,55.0,19.72
-86.22,15.39,27.97
-59.36,37.25,13.66
-78.7,20.88,23.23
-52.43,22.56,49.42
-72.68,8.26,40.37
-63.51,48.72,31.65
-67.39,13.19,67.39
-75.76,25.08,19.0
-41.4,211.75,8.58
-55.71,42.84,12.2
-82.4,2.92,41.09
-67.19,17.08,75.56
-46.24,162.81,13.42
-56.12,30.01,20.59
-67.21,14.34,41.99
-95.0,4.11,32.2
-78.21,10.22,98.21
-70.87,10.26,324.67
-36.94,33.37,484.59
-77.24,13.59,19.79
-67.61,35.84,64.15
-23.77,97.77,500.0
-86.56,13.56,26.46
-60.36,79.7,8.66
-74.06,24.83,72.16
-74.37,33.11,59.82
-83.15,22.35,20.7
-89.6,15.46,21.91
-68.9,33.67,16.37
-71.67,8.15,96.39
-62.39,70.91,19.98
-45.9,100.68,29.68
