distance_m,num_walls,num_users,interference_level,frequency_band,signal_strength_dbm,throughput_mbps,latency_ms
13.9,4.0,35,low,2.4GHz,-63.61,13.82,49.76
35.64,2.0,25,low,2.4GHz,-69.66,18.18,27.68
49.02,0.0,40,medium,2.4GHz,-68.98,15.8,93.77
30.77,1.0,16,low,2.4GHz,-64.32,22.93,15.02
3.2,3.0,37,low,5GHz,-50.82,77.38,60.02
31.01,6.0,31,medium,2.4GHz,-85.06,7.99,51.81
2.6,1.0,31,medium,2.4GHz,-36.08,33.62,43.7
44.27,6.0,40,low,5GHz,-95.0,1.71,101.64
35.62,4.0,9,high,2.4GHz,-80.26,8.57,32.31
9.07,2.0,6,low,2.4GHz,-55.91,55.84,3.4
5.04,4.0,28,low,2.4GHz,-51.94,31.59,26.3
9.58,4.0,41,low,5GHz,-68.28,46.06,99.9
49.01,4.0,13,low,2.4GHz,-81.72,11.17,22.04
23.2,6.0,29,low,2.4GHz,-79.33,12.57,38.46
39.31,4.0,48,high,2.4GHz,-80.5,3.2,500.0
32.0,0.0,32,high,2.4GHz,-66.67,12.34,58.1
28.83,2.0,4,low,2.4GHz,-67.98,50.17,10.96
7.68,6.0,44,low,5GHz,-79.79,20.36,157.21
47.33,1.0,49,low,5GHz,-71.27,30.09,500.0
15.42,3.0,36,medium,5GHz,-74.91,24.48,64.79
29.11,3.0,31,high,2.4GHz,-74.42,8.1,62.65
35.14,3.0,30,low,2.4GHz,-70.93,17.49,35.06
32.64,6.0,32,high,2.4GHz,-84.14,2.89,64.88
47.06,3.0,17,low,5GHz,-83.16,25.95,27.1
7.85,0.0,33,medium,2.4GHz,-50.32,30.76,50.99
25.66,1.0,26,low,5GHz,-64.7,64.86,26.52
20.5,4.0,40,medium,5GHz,-83.1,11.52,100.81
23.97,5.0,42,medium,2.4GHz,-79.21,5.37,126.08
6.4,4.0,36,medium,5GHz,-65.24,47.49,59.97
7.14,5.0,50,medium,5GHz,-76.02,21.88,500.0
14.26,1.0,23,low,5GHz,-56.85,85.65,18.06
15.58,0.0,38,low,5GHz,-55.93,67.86,67.55
21.68,6.0,18,medium,2.4GHz,-77.32,8.55,34.16
30.74,3.0,40,medium,5GHz,-82.02,11.47,98.67
31.91,5.0,14,high,2.4GHz,-85.92,2.77,39.89
20.88,6.0,35,medium,5GHz,-95.0,0.77,72.23
20.73,1.0,1,low,2.4GHz,-58.71,135.91,3.37
11.27,6.0,39,medium,2.4GHz,-72.78,9.1,84.84
29.62,2.0,15,medium,5GHz,-76.17,38.09,26.86
16.19,4.0,13,low,5GHz,-78.17,40.28,19.74
2.28,2.0,17,low,5GHz,-41.22,145.38,13.39
21.21,1.0,22,low,2.4GHz,-58.62,29.54,18.76
23.97,6.0,7,low,5GHz,-95.0,0.5,24.69
11.67,2.0,28,medium,2.4GHz,-60.86,24.08,33.96
28.84,0.0,7,medium,5GHz,-68.19,86.33,15.88
28.51,1.0,28,high,2.4GHz,-72.98,6.07,49.84
35.25,6.0,19,high,2.4GHz,-87.45,0.5,47.12
32.57,5.0,30,medium,2.4GHz,-82.46,5.69,50.28
32.8,4.0,8,medium,2.4GHz,-76.86,8.47,22.58
16.15,5.0,49,low,5GHz,-81.67,19.57,500.0
39.48,4.0,1,low,2.4GHz,-74.57,64.23,15.48
27.68,6.0,43,medium,5GHz,-95.0,5.81,147.26
21.86,0.0,18,low,2.4GHz,-59.37,32.7,14.46
31.49,0.0,42,low,2.4GHz,-62.26,18.07,110.51
18.35,4.0,30,high,5GHz,-88.31,8.07,64.27
25.88,6.0,42,medium,2.4GHz,-83.39,2.29,125.04
36.97,4.0,28,low,2.4GHz,-73.4,12.63,38.99
44.38,6.0,40,medium,2.4GHz,-87.28,8.09,99.8
46.09,2.0,33,medium,2.4GHz,-72.33,13.13,54.87
25.43,4.0,34,high,2.4GHz,-80.02,7.5,74.63
26.25,3.0,29,medium,5GHz,-81.73,17.25,47.23
40.09,6.0,13,low,2.4GHz,-83.09,6.47,22.65
16.07,4.0,43,medium,2.4GHz,-70.97,10.12,138.83
41.95,3.0,43,medium,5GHz,-88.28,2.79,146.27
24.96,1.0,37,low,5GHz,-65.32,45.74,59.94
6.23,2.0,14,medium,5GHz,-53.83,,16.69
4.07,0.0,21,medium,2.4GHz,-37.79,39.22,20.06
42.18,1.0,37,high,5GHz,-79.98,15.12,87.58
3.25,3.0,10,high,2.4GHz,-49.5,33.83,24.43
14.39,0.0,6,low,2.4GHz,-53.5,58.48,8.09
17.04,3.0,21,low,2.4GHz,-59.99,30.15,18.88
9.06,0.0,28,low,5GHz,-50.21,94.94,29.42
16.04,1.0,45,low,2.4GHz,-53.45,24.89,182.69
37.26,4.0,16,low,5GHz,-93.13,4.1,32.75
1.23,0.0,11,medium,2.4GHz,-25.34,74.51,14.85
41.45,2.0,36,low,2.4GHz,-69.92,14.0,62.75
42.9,1.0,44,medium,5GHz,-78.6,18.84,166.94
18.93,0.0,43,low,2.4GHz,-57.49,22.76,124.27
8.1,1.0,32,low,5GHz,-53.23,76.67,40.75
30.24,0.0,1,low,2.4GHz,-60.48,126.53,5.63
6.42,0.0,33,low,2.4GHz,-41.48,35.93,35.71
18.56,4.0,6,low,2.4GHz,-68.5,39.23,13.35
47.94,0.0,40,high,5GHz,-75.94,19.23,107.08
49.78,,47,low,2.4GHz,-86.15,6.93,332.31
38.72,3.0,31,high,5GHz,-88.37,10.35,65.71
15.89,2.0,12,low,2.4GHz,-60.36,35.74,11.16
34.54,6.0,15,low,2.4GHz,-81.86,3.94,24.86
35.42,5.0,37,medium,5GHz,-95.0,0.5,83.66
19.7,2.0,38,low,2.4GHz,-65.17,20.59,65.64
32.22,6.0,41,low,5GHz,-95.0,0.5,116.56
1.03,3.0,6,low,5GHz,-27.71,313.6,4.83
10.85,4.0,38,high,2.4GHz,-67.38,13.31,82.97
26.49,6.0,49,low,2.4GHz,-77.74,8.32,500.0
8.61,5.0,2,low,5GHz,-72.04,164.34,12.37
8.71,4.0,22,high,2.4GHz,-65.41,17.33,35.43
41.9,4.0,37,medium,2.4GHz,-77.23,6.1,72.49
49.46,4.0,27,medium,5GHz,-94.63,0.7,50.73
28.02,6.0,49,low,5GHz,-94.14,5.3,500.0
42.03,4.0,34,medium,2.4GHz,-79.84,5.62,59.57
49.52,2.0,19,medium,5GHz,-84.13,18.68,33.67
7.51,0.0,32,low,2.4GHz,-40.79,42.68,40.58
22.69,5.0,36,medium,5GHz,-91.26,0.57,72.09
19.93,3.0,40,high,2.4GHz,-70.32,5.6,101.51
4.46,2.0,14,low,5GHz,-48.59,132.52,9.76
37.89,6.0,46,low,2.4GHz,-83.34,0.59,245.75
21.97,1.0,50,low,2.4GHz,-58.33,16.93,500.0
23.73,0.0,11,medium,2.4GHz,-58.86,33.3,9.56
7.96,5.0,11,medium,5GHz,-75.84,43.91,22.83
9.46,6.0,20,low,5GHz,-77.83,34.94,25.16
45.4,5.0,16,low,2.4GHz,-81.43,8.96,25.95
2.71,6.0,10,low,5GHz,-65.1,100.28,8.41
12.03,6.0,9,low,5GHz,-84.51,36.33,16.96
14.96,4.0,36,medium,2.4GHz,-68.07,12.86,62.53
24.76,6.0,48,low,2.4GHz,-79.7,5.14,493.86
29.53,2.0,5,low,2.4GHz,-67.56,40.6,8.94
24.92,5.0,29,low,2.4GHz,-75.4,6.82,36.75
4.66,0.0,14,low,2.4GHz,-37.02,58.84,7.86
12.56,3.0,13,medium,5GHz,-73.3,49.33,20.53
42.26,2.0,29,medium,5GHz,-81.26,,51.81
32.06,6.0,7,medium,5GHz,-95.0,9.93,32.28
32.63,3.0,5,low,5GHz,-84.08,39.59,18.48
33.68,1.0,44,medium,2.4GHz,-66.08,16.74,158.37
38.26,3.0,23,low,5GHz,-83.5,17.76,35.53
3.38,0.0,4,low,5GHz,-32.74,349.52,3.99
18.65,0.0,44,medium,2.4GHz,-54.46,21.91,154.62
27.21,3.0,33,low,2.4GHz,-65.54,20.9,43.11
17.25,4.0,37,low,2.4GHz,-67.2,13.0,66.28
42.3,4.0,31,low,5GHz,-91.56,0.5,52.11
24.39,0.0,24,medium,5GHz,-64.0,50.74,27.02
38.55,4.0,39,low,2.4GHz,-77.49,11.71,84.17
42.67,0.0,18,medium,2.4GHz,-67.47,19.71,27.5
25.49,5.0,35,low,5GHz,-89.43,6.53,65.85
45.52,0.0,45,low,2.4GHz,-67.79,16.37,186.2
29.56,0.0,42,medium,5GHz,-64.75,40.22,115.31
42.59,3.0,28,medium,5GHz,-87.29,3.97,50.25
17.36,5.0,2,medium,5GHz,-83.49,53.08,22.65
25.19,5.0,1,low,2.4GHz,-77.02,65.11,12.18
26.8,4.0,22,medium,5GHz,-84.19,19.01,33.18
5.7,1.0,34,medium,5GHz,-47.14,78.37,50.2
20.23,6.0,5,high,2.4GHz,-83.52,7.02,33.87
45.91,0.0,21,medium,5GHz,-74.73,36.71,31.72
31.73,2.0,21,low,2.4GHz,-66.83,24.93,24.75
9.29,5.0,23,medium,5GHz,-76.66,30.92,36.98
17.27,4.0,29,low,5GHz,-76.98,30.41,42.66
9.98,5.0,14,medium,5GHz,-80.09,27.97,24.54
1.73,5.0,30,medium,5GHz,-49.67,80.84,38.45
46.41,6.0,23,low,5GHz,-95.0,3.16,38.47
22.69,3.0,47,low,5GHz,-74.51,27.58,323.77
15.72,5.0,17,low,5GHz,-86.22,15.39,27.97
30.12,1.0,47,low,5GHz,-71.35,32.03,320.75
0.86,1.0,49,low,5GHz,-20.0,124.31,500.0
14.26,0.0,16,medium,5GHz,-52.79,92.54,14.6
35.3,1.0,21,low,2.4GHz,-63.01,23.5,20.13
31.87,0.0,35,low,5GHz,-65.39,49.24,51.88
49.1,5.0,23,medium,2.4GHz,-87.82,5.4,40.22
31.21,3.0,36,low,2.4GHz,-68.26,16.72,59.52
24.14,3.0,13,medium,5GHz,-80.46,36.46,26.49
38.19,4.0,48,low,5GHz,-86.68,8.17,495.89
45.21,2.0,35,medium,2.4GHz,-71.75,13.52,62.75
36.17,3.0,5,medium,2.4GHz,-73.87,20.49,18.09
48.18,0.0,13,low,2.4GHz,-67.01,27.28,13.56
39.21,4.0,31,low,5GHz,-91.44,3.35,53.57
43.41,6.0,15,low,2.4GHz,-83.96,4.0,27.43
6.15,0.0,21,low,5GHz,-41.87,130.58,20.86
36.75,0.0,33,low,2.4GHz,-58.42,28.76,40.08
22.28,0.0,18,medium,5GHz,-61.24,72.38,22.41
27.88,4.0,46,medium,2.4GHz,-74.29,4.17,245.21
32.88,5.0,31,low,2.4GHz,-75.27,5.4,45.3
48.51,5.0,21,medium,2.4GHz,-86.6,4.56,35.55
49.24,5.0,14,low,5GHz,-95.0,2.13,31.52
14.77,4.0,15,low,5GHz,-78.03,35.14,19.43
36.82,4.0,2,low,5GHz,-87.22,42.31,18.9
37.62,1.0,5,low,5GHz,-69.65,116.7,9.61
17.65,5.0,39,low,5GHz,-83.91,9.18,85.19
6.63,1.0,39,low,2.4GHz,-48.95,31.13,71.86
2.53,6.0,5,low,2.4GHz,-49.74,75.07,8.96
38.98,0.0,28,high,5GHz,-70.18,29.87,47.68
24.74,6.0,17,medium,2.4GHz,-82.4,10.46,32.4
49.28,3.0,35,high,5GHz,-94.29,0.5,83.12
23.52,4.0,30,low,2.4GHz,-68.96,16.17,36.85
48.91,1.0,40,high,2.4GHz,-76.25,3.2,108.29
20.87,2.0,32,low,2.4GHz,-64.75,20.12,43.17
39.79,6.0,10,low,2.4GHz,-85.88,8.85,20.93
4.7,0.0,34,low,2.4GHz,-38.93,33.16,49.27
28.0,1.0,42,low,2.4GHz,-60.96,16.72,112.61
40.2,4.0,50,low,5GHz,-89.9,9.57,500.0
46.27,5.0,36,medium,2.4GHz,-82.84,6.6,73.86
41.22,3.0,21,medium,2.4GHz,-75.25,12.42,32.3
2.33,0.0,26,low,5GHz,-25.94,158.37,23.91
18.95,1.0,7,medium,5GHz,-63.57,102.68,14.59
2.91,6.0,32,low,2.4GHz,-55.63,24.94,37.24
5.91,1.0,7,low,2.4GHz,-44.91,70.32,8.22
33.93,4.0,14,low,2.4GHz,-72.65,15.37,17.72
35.81,6.0,26,low,5GHz,-95.0,0.66,45.03
38.8,2.0,24,low,2.4GHz,-70.83,16.62,27.92
43.34,0.0,20,low,5GHz,-70.01,,21.18
37.1,5.0,33,low,2.4GHz,-78.02,12.76,50.18
40.14,5.0,46,high,5GHz,-95.0,1.67,266.68
2.92,4.0,47,high,2.4GHz,-49.6,18.24,330.66
12.11,6.0,26,high,5GHz,-90.37,7.18,57.53
31.28,5.0,28,low,2.4GHz,-74.8,15.29,35.99
42.98,4.0,23,low,5GHz,-88.83,7.52,38.26
0.72,2.0,45,medium,2.4GHz,,32.35,184.51
25.97,0.0,44,medium,2.4GHz,,17.1,153.78
34.03,5.0,3,low,2.4GHz,-81.53,28.59,18.44
1.97,5.0,40,medium,2.4GHz,-47.64,27.16,89.08
20.37,4.0,2,high,2.4GHz,-74.72,29.11,27.03
44.83,4.0,36,low,2.4GHz,-81.95,6.26,64.21
33.74,5.0,17,high,2.4GHz,-87.66,3.77,45.12
12.26,1.0,27,low,5GHz,-54.91,79.88,25.12
42.71,0.0,40,low,2.4GHz,-64.08,15.29,87.16
17.73,4.0,12,low,5GHz,-78.63,43.06,18.43
42.74,6.0,7,medium,2.4GHz,-88.01,7.84,26.72
15.3,0.0,29,low,5GHz,-52.37,86.01,29.46
29.72,0.0,42,medium,2.4GHz,-65.17,12.6,119.85
20.15,4.0,6,low,5GHz,-79.04,58.15,14.78
14.1,2.0,20,low,5GHz,-60.82,77.76,14.54
44.38,6.0,27,medium,2.4GHz,-89.48,0.5,49.29
9.79,3.0,12,low,2.4GHz,-59.18,46.87,5.36
4.7,3.0,43,medium,2.4GHz,-50.27,19.74,128.74
17.43,0.0,30,high,5GHz,-60.81,45.47,51.12
36.02,6.0,26,high,5GHz,-95.0,0.73,58.4
40.47,2.0,7,high,2.4GHz,-76.5,16.26,29.91
49.94,3.0,4,low,2.4GHz,-73.32,38.76,17.42
15.17,4.0,9,low,2.4GHz,-62.06,35.24,8.85
20.69,6.0,2,medium,2.4GHz,-79.25,28.33,17.93
7.27,5.0,27,high,2.4GHz,-65.9,9.35,45.72
28.96,5.0,44,low,5GHz,-90.63,2.27,165.41
49.88,0.0,38,high,5GHz,-82.3,15.05,93.84
35.19,0.0,12,low,2.4GHz,-63.26,30.7,11.4
29.96,5.0,10,medium,2.4GHz,-79.87,9.98,20.66
19.92,6.0,27,medium,2.4GHz,-73.79,13.34,40.6
45.81,4.0,39,low,5GHz,-91.3,13.47,95.76
25.1,6.0,39,low,2.4GHz,-75.87,8.51,78.77
7.15,2.0,27,low,2.4GHz,-50.45,30.3,28.84
18.59,2.0,13,medium,2.4GHz,-62.77,27.0,16.24
3.82,1.0,25,medium,2.4GHz,-43.55,35.98,25.93
10.5,5.0,37,low,5GHz,-80.14,24.03,70.9
1.37,4.0,44,medium,2.4GHz,-42.4,22.3,155.68
22.94,1.0,4,medium,2.4GHz,-63.53,53.53,12.18
31.91,6.0,39,low,5GHz,-95.0,4.09,91.27
17.49,0.0,38,low,5GHz,-58.07,61.68,65.59
21.31,5.0,11,low,2.4GHz,-78.11,15.02,18.7
47.98,1.0,4,low,5GHz,-75.0,95.03,14.48
37.72,5.0,16,high,5GHz,-95.0,2.41,48.72
27.27,3.0,14,high,5GHz,-84.94,12.96,36.03
14.58,1.0,6,medium,5GHz,-63.8,118.76,12.89
44.9,0.0,13,low,5GHz,-68.05,77.0,15.05
12.14,4.0,10,medium,2.4GHz,-69.37,22.44,17.91
16.6,1.0,45,low,5GHz,-59.94,54.38,184.8
45.5,3.0,5,low,2.4GHz,-76.39,31.62,13.69
26.71,6.0,27,high,2.4GHz,-85.82,4.07,54.04
37.24,6.0,17,high,2.4GHz,-88.99,0.5,42.05
29.74,3.0,43,high,2.4GHz,-76.08,5.29,150.01
32.85,5.0,24,low,2.4GHz,-75.91,12.39,28.96
15.32,5.0,30,low,5GHz,-81.39,17.62,42.43
12.45,4.0,20,medium,5GHz,-74.04,42.71,29.11
16.46,1.0,41,low,5GHz,-60.7,52.87,93.47
8.19,5.0,34,medium,2.4GHz,-65.11,20.51,52.26
43.78,0.0,28,low,5GHz,-70.03,43.27,35.59
14.52,3.0,20,high,5GHz,-79.55,20.36,39.79
28.29,5.0,23,low,2.4GHz,,18.85,28.59
39.7,3.0,13,low,5GHz,-85.2,20.3,26.26
39.3,2.0,33,high,5GHz,-88.26,3.09,70.96
22.2,2.0,15,medium,2.4GHz,-68.09,21.09,22.99
24.07,3.0,15,low,2.4GHz,-71.23,22.03,15.78
49.74,5.0,24,high,5GHz,-95.0,6.03,60.14
33.89,6.0,46,medium,5GHz,-95.0,0.5,258.01
40.82,5.0,22,medium,2.4GHz,-87.81,0.54,38.33
45.18,2.0,46,low,5GHz,-78.6,27.5,245.93
39.49,0.0,27,medium,2.4GHz,-67.05,16.77,34.15
9.67,3.0,4,medium,2.4GHz,-60.22,55.5,6.55
28.33,6.0,30,medium,5GHz,-95.0,4.5,54.8
5.54,4.0,46,high,2.4GHz,-61.97,11.89,246.16
32.82,2.0,45,low,2.4GHz,-66.79,18.59,184.51
47.79,0.0,10,medium,2.4GHz,-70.85,24.12,21.23
25.88,1.0,14,medium,2.4GHz,-61.25,28.17,18.23
21.93,5.0,35,low,2.4GHz,-76.12,5.69,57.28
2.27,4.0,22,medium,5GHz,-53.18,,26.32
48.01,3.0,42,medium,2.4GHz,-79.95,11.52,122.42
5.6,2.0,27,medium,2.4GHz,-47.7,33.3,33.42
2.53,1.0,13,low,2.4GHz,-36.96,56.41,7.43
12.68,6.0,17,low,5GHz,-82.78,27.66,25.69
3.74,3.0,6,low,5GHz,-47.83,215.0,4.43
23.03,5.0,15,low,5GHz,-91.15,8.07,27.8
26.05,3.0,38,medium,2.4GHz,-75.19,4.9,80.01
15.97,3.0,12,medium,2.4GHz,-66.22,22.74,16.61
3.02,4.0,23,medium,5GHz,-56.76,74.27,24.6
6.02,2.0,9,low,2.4GHz,-48.78,57.57,5.46
19.53,6.0,25,medium,2.4GHz,-79.09,14.37,35.85
3.5,3.0,49,high,5GHz,-55.19,35.19,500.0
35.06,5.0,39,medium,2.4GHz,-81.17,5.18,91.18
10.75,6.0,39,medium,2.4GHz,-74.71,4.13,90.22
15.45,2.0,13,low,5GHz,-67.77,71.44,12.4
20.01,1.0,16,high,2.4GHz,-61.64,16.35,29.69
21.12,6.0,5,high,2.4GHz,-82.11,5.31,34.39
0.58,5.0,47,high,5GHz,-42.72,57.12,330.31
6.05,5.0,48,medium,2.4GHz,-63.79,11.38,488.56
43.21,6.0,17,low,2.4GHz,-83.91,4.04,28.01
0.56,0.0,35,low,2.4GHz,-20.0,50.6,50.24
25.65,6.0,11,low,2.4GHz,-79.3,13.66,21.04
24.73,0.0,33,low,5GHz,-59.84,64.2,40.06
16.99,1.0,5,low,2.4GHz,-59.04,58.11,9.19
21.85,1.0,17,high,5GHz,-68.63,42.86,32.56
39.14,0.0,20,low,5GHz,-67.57,63.96,20.86
42.14,0.0,50,low,5GHz,-66.89,37.38,500.0
13.39,0.0,24,medium,2.4GHz,-53.6,32.0,28.34
16.46,3.0,12,low,5GHz,-70.07,71.27,19.54
12.5,2.0,3,low,5GHz,-68.96,153.98,8.92
24.25,2.0,9,medium,2.4GHz,-69.76,24.93,15.91
34.32,1.0,13,low,2.4GHz,-67.02,29.82,15.06
11.8,6.0,16,low,5GHz,-86.03,12.3,27.14
16.87,2.0,7,medium,2.4GHz,-60.55,37.1,10.62
46.55,3.0,37,low,5GHz,-90.98,3.36,74.71
2.9,0.0,20,low,2.4GHz,-30.93,52.76,18.15
23.31,1.0,12,medium,2.4GHz,-63.07,29.14,18.69
35.72,1.0,27,high,2.4GHz,-73.3,8.93,49.47
7.95,6.0,16,low,5GHz,-75.51,42.26,23.16
2.85,1.0,35,low,2.4GHz,-38.68,38.79,48.67
7.34,3.0,27,medium,5GHz,-62.02,59.0,29.83
45.98,3.0,47,medium,5GHz,-86.68,1.35,338.64
0.96,0.0,33,medium,2.4GHz,-25.86,43.75,45.8
9.82,2.0,19,medium,2.4GHz,-58.49,28.23,24.42
2.05,0.0,8,high,2.4GHz,-31.32,53.03,17.6
5.98,1.0,6,low,5GHz,-47.21,214.03,6.23
31.2,4.0,33,medium,5GHz,-88.08,5.44,59.74
12.46,3.0,2,low,2.4GHz,-60.14,87.61,5.89
28.68,3.0,20,medium,5GHz,-81.18,26.56,35.02
29.71,1.0,2,medium,5GHz,-74.65,113.52,15.25
42.55,4.0,18,medium,2.4GHz,-79.09,2.73,34.09
0.73,6.0,45,low,2.4GHz,-37.91,32.34,179.44
42.74,5.0,4,medium,2.4GHz,-84.55,10.08,24.95
31.15,1.0,49,low,2.4GHz,-66.73,12.09,500.0
8.56,4.0,49,low,2.4GHz,-62.47,17.81,500.0
38.76,1.0,44,medium,5GHz,-76.2,17.89,165.92
42.85,6.0,35,low,2.4GHz,-82.8,11.09,63.8
13.09,3.0,9,low,5GHz,-69.03,86.24,12.88
45.98,5.0,5,low,5GHz,-95.0,6.7,22.57
23.0,3.0,46,medium,2.4GHz,-70.21,9.32,242.13
30.37,4.0,19,low,5GHz,-87.18,17.84,29.4
49.24,,23,medium,5GHz,-95.0,0.54,47.17
18.4,0.0,5,high,2.4GHz,-58.9,39.38,21.24
40.75,6.0,3,low,2.4GHz,-86.6,13.52,20.01
16.26,3.0,28,low,2.4GHz,-64.76,19.78,26.0
40.06,0.0,21,high,5GHz,-76.06,26.46,38.77
30.24,3.0,36,medium,5GHz,-84.98,13.49,73.57
11.21,0.0,42,low,2.4GHz,-45.45,31.65,106.55
20.99,3.0,3,low,2.4GHz,-67.79,54.7,8.18
16.22,3.0,49,medium,2.4GHz,-66.71,11.35,500.0
4.37,2.0,47,medium,5GHz,,62.58,321.09
1.98,3.0,29,low,2.4GHz,-36.59,41.29,27.17
17.65,4.0,19,medium,2.4GHz,-71.25,12.56,25.34
1.44,5.0,9,low,5GHz,-47.25,176.75,7.85
8.69,2.0,12,low,2.4GHz,-54.5,48.34,10.68
36.4,0.0,36,low,2.4GHz,-60.96,22.27,54.35
35.55,3.0,7,medium,2.4GHz,-75.09,16.73,21.93
37.06,6.0,49,high,2.4GHz,-88.06,1.89,500.0
16.2,2.0,8,low,5GHz,-65.66,109.27,9.51
44.56,0.0,38,medium,5GHz,-72.47,29.53,75.59
29.89,6.0,43,low,5GHz,-95.0,,142.98
6.74,2.0,15,low,2.4GHz,-47.97,57.18,12.67
7.61,2.0,25,low,5GHz,-59.62,80.8,21.78
34.81,2.0,29,medium,2.4GHz,-72.94,11.64,41.35
9.06,5.0,40,high,5GHz,-78.86,16.79,106.01
25.61,1.0,3,low,5GHz,-71.57,131.44,13.13
49.59,4.0,12,low,5GHz,-95.0,3.43,30.57
0.7,2.0,8,low,5GHz,-20.08,308.79,6.08
1.32,2.0,16,medium,5GHz,-35.17,147.06,13.48
49.66,1.0,34,low,5GHz,-76.53,31.08,51.68
29.44,5.0,21,high,5GHz,-95.0,1.54,49.93
6.78,3.0,25,medium,2.4GHz,-54.59,31.43,27.08
44.92,6.0,23,medium,2.4GHz,-89.18,0.5,47.17
44.08,5.0,1,low,5GHz,-95.0,15.18,21.33
27.04,5.0,5,low,2.4GHz,-72.01,31.28,11.64
31.28,3.0,12,medium,5GHz,-86.54,15.87,28.09
14.02,6.0,3,medium,5GHz,-90.63,15.69,23.4
3.0,4.0,42,medium,2.4GHz,-51.75,25.72,116.4
29.93,3.0,50,medium,2.4GHz,-73.3,8.78,500.0
15.09,2.0,25,high,2.4GHz,-66.22,17.58,37.33
33.35,6.0,34,low,2.4GHz,-79.73,7.42,58.05
41.89,1.0,3,medium,5GHz,-73.78,97.78,18.4
1.4,6.0,3,low,2.4GHz,-45.16,112.37,6.07
29.99,1.0,31,medium,2.4GHz,-67.96,8.27,44.53
11.95,5.0,39,medium,2.4GHz,-65.49,13.43,79.34
43.76,1.0,47,low,2.4GHz,-69.48,13.65,322.55
13.06,5.0,19,low,2.4GHz,-67.34,29.27,19.48
30.73,5.0,21,low,2.4GHz,-77.08,14.35,26.12
27.9,5.0,40,low,2.4GHz,,2.63,91.98
20.11,6.0,8,low,5GHz,-92.71,6.27,25.02
34.04,3.0,48,low,5GHz,-78.97,17.05,492.13
36.43,5.0,15,low,2.4GHz,-79.27,13.79,25.46
28.56,3.0,2,low,5GHz,-79.26,99.99,15.97
38.04,0.0,40,low,2.4GHz,-61.19,15.19,86.79
49.18,2.0,49,medium,2.4GHz,-74.38,11.81,500.0
21.25,0.0,25,low,2.4GHz,-53.98,28.32,23.07
25.97,4.0,9,medium,5GHz,-85.73,17.31,25.0
1.12,1.0,8,high,2.4GHz,-30.62,55.0,19.72
39.9,2.0,15,high,5GHz,-78.46,22.98,40.44
26.25,6.0,27,medium,2.4GHz,-83.04,5.64,46.38
20.69,5.0,32,low,2.4GHz,-73.94,15.96,46.77
5.16,2.0,35,medium,2.4GHz,-46.0,23.37,57.29
44.54,3.0,36,low,2.4GHz,-73.57,8.23,65.14
20.05,4.0,13,low,5GHz,-81.62,33.61,20.42
34.29,2.0,9,low,5GHz,-78.22,48.87,14.26
7.89,5.0,48,high,2.4GHz,-67.25,7.24,496.85
48.1,1.0,7,low,5GHz,-75.82,67.9,13.37
9.33,2.0,26,low,2.4GHz,-53.3,29.32,27.39
10.38,1.0,15,low,2.4GHz,-52.08,39.28,10.87
43.02,4.0,37,low,2.4GHz,-76.86,8.61,71.57
45.67,4.0,17,low,5GHz,-92.09,7.09,32.07
11.0,5.0,6,low,2.4GHz,-63.96,42.35,7.72
23.76,2.0,16,medium,5GHz,-74.22,44.89,23.85
36.81,1.0,6,high,2.4GHz,-74.3,17.6,29.7
43.98,0.0,9,medium,2.4GHz,-65.87,28.85,20.4
19.26,6.0,24,medium,5GHz,-91.64,3.19,43.73
26.09,2.0,49,medium,5GHz,-75.01,21.56,500.0
37.21,5.0,11,low,2.4GHz,-83.15,7.69,17.93
36.69,2.0,40,medium,5GHz,-79.95,20.83,99.43
39.26,2.0,27,low,2.4GHz,-71.04,16.2,32.48
28.71,1.0,50,medium,2.4GHz,-65.2,11.36,500.0
5.68,5.0,27,low,2.4GHz,-56.93,24.77,28.76
45.25,2.0,6,low,2.4GHz,-72.24,29.83,12.31
43.35,2.0,21,low,5GHz,-79.17,31.66,29.61
40.01,4.0,4,low,5GHz,-89.35,19.64,22.93
5.44,3.0,12,medium,2.4GHz,-52.11,39.19,11.13
10.62,5.0,27,medium,2.4GHz,-68.37,15.56,35.65
37.31,0.0,46,high,2.4GHz,-65.89,8.24,250.09
1.65,6.0,31,medium,2.4GHz,-46.34,28.27,41.91
48.97,1.0,19,medium,2.4GHz,-71.59,21.61,30.19
19.17,0.0,32,medium,2.4GHz,-58.02,21.16,43.91
36.11,0.0,13,medium,2.4GHz,-65.29,25.65,19.09
44.43,2.0,5,medium,2.4GHz,-72.32,26.72,17.36
20.03,2.0,37,low,2.4GHz,-61.96,22.36,62.37
16.3,0.0,43,high,2.4GHz,-58.62,11.4,138.73
30.63,,31,medium,2.4GHz,-78.02,9.0,46.84
29.26,4.0,25,low,5GHz,-85.15,8.83,38.04
20.75,5.0,23,low,2.4GHz,-71.84,13.9,27.71
30.29,0.0,19,medium,5GHz,-66.96,53.97,26.07
46.8,0.0,49,medium,5GHz,-72.31,25.76,500.0
23.65,1.0,26,low,2.4GHz,-59.61,24.31,22.58
10.24,3.0,44,low,2.4GHz,-55.94,25.64,147.44
19.17,4.0,3,medium,5GHz,-84.21,41.12,23.94
20.01,1.0,18,medium,2.4GHz,-62.47,27.31,18.47
6.99,2.0,11,low,5GHz,-55.84,124.62,7.83
